"Year","Month","Ranking","Title","Artist","Spotify Link"
"2002","Novembro","6","Underneath It All","No Doubt feat. Lady Saw","https://open.spotify.com/track/8Z9P"
"2002","Novembro","7","Sk8er Boi","Avril Lavigne","https://open.spotify.com/track/7W9P"
"2002","Novembro","8","Gangsta Lovin’","Eve feat. Alicia Keys","https://open.spotify.com/track/2Z9P"
"2002","Novembro","9","Jenny from the Block","Jennifer Lopez feat. Jadakiss & Styles P","https://open.spotify.com/track/6T9P"
"2002","Novembro","10","Hey Ma","Cam’ron feat. Juelz Santana, Freekey Zekey & Toya","https://open.spotify.com/track/4X9P"
"2002","Dezembro","1","Lose Yourself","Eminem","https://open.spotify.com/track/5Z9P"
"2002","Dezembro","2","Work It","Missy Elliott","https://open.spotify.com/track/9U9P"
"2002","Dezembro","3","Dilemma","Nelly feat. Kelly Rowland","https://open.spotify.com/track/0X9P"
"2002","Dezembro","4","Jenny from the Block","Jennifer Lopez feat. Jadakiss & Styles P","https://open.spotify.com/track/6T9P"
"2002","Dezembro","5","Underneath It All","No Doubt feat. Lady Saw","https://open.spotify.com/track/8Z9P"
"2002","Dezembro","6","Air Force Ones","Nelly feat. Kyjuan, Ali & Murphy Lee","https://open.spotify.com/track/1W9P"
"2002","Dezembro","7","Complicated","Avril Lavigne","https://open.spotify.com/track/4W9P"
"2002","Dezembro","8","’03 Bonnie & Clyde","Jay-Z feat. Beyoncé","https://open.spotify.com/track/2U9P"
"2002","Dezembro","9","Sk8er Boi","Avril Lavigne","https://open.spotify.com/track/7W9P"
"2002","Dezembro","10","Beautiful","Christina Aguilera","https://open.spotify.com/track/3Y9P"
"2003","Janeiro","1","Lose Yourself","Eminem","https://open.spotify.com/track/5Z9P"
"2003","Janeiro","2","Beautiful","Christina Aguilera","https://open.spotify.com/track/3Y9P"
"2003","Janeiro","3","Work It","Missy Elliott","https://open.spotify.com/track/9U9P"
"2003","Janeiro","4","Jenny from the Block","Jennifer Lopez feat. Jadakiss & Styles P","https://open.spotify.com/track/6T9P"
"2003","Janeiro","5","Air Force Ones","Nelly feat. Kyjuan, Ali & Murphy Lee","https://open.spotify.com/track/1W9P"
"2003","Janeiro","6","’03 Bonnie & Clyde","Jay-Z feat. Beyoncé","https://open.spotify.com/track/2U9P"
"2003","Janeiro","7","Dilemma","Nelly feat. Kelly Rowland","https://open.spotify.com/track/0X9P"
"2003","Janeiro","8","Bump, Bump, Bump","B2K & P. Diddy","https://open.spotify.com/track/4T9P"
"2003","Janeiro","9","Underneath It All","No Doubt feat. Lady Saw","https://open.spotify.com/track/8Z9P"
"2003","Janeiro","10","Cry Me a River","Justin Timberlake","https://open.spotify.com/track/7P9P"
"2003","Fevereiro","1","Bump, Bump, Bump","B2K & P. Diddy","https://open.spotify.com/track/4T9P"
"2003","Fevereiro","2","Beautiful","Christina Aguilera","https://open.spotify.com/track/3Y9P"
"2003","Fevereiro","3","Cry Me a River","Justin Timberlake","https://open.spotify.com/track/7P9P"
"2003","Fevereiro","4","Lose Yourself","Eminem","https://open.spotify.com/track/5Z9P"
"2003","Fevereiro","5","All I Have","Jennifer Lopez feat. LL Cool J","https://open.spotify.com/track/2W9P"
"2003","Fevereiro","6","Air Force Ones","Nelly feat. Kyjuan, Ali & Murphy Lee","https://open.spotify.com/track/1W9P"
"2003","Fevereiro","7","’03 Bonnie & Clyde","Jay-Z feat. Beyoncé","https://open.spotify.com/track/2U9P"
"2003","Fevereiro","8","Work It","Missy Elliott","https://open.spotify.com/track/9U9P"
"2003","Fevereiro","9","Jenny from the Block","Jennifer Lopez feat. Jadakiss & Styles P","https://open.spotify.com/track/6T9P"
"2003","Fevereiro","10","Mesmerize","Ja Rule feat. Ashanti","https://open.spotify.com/track/8X9P"
"2003","Março","1","All I Have","Jennifer Lopez feat. LL Cool J","https://open.spotify.com/track/2W9P"
"2003","Março","2","In da Club","50 Cent","https://open.spotify.com/track/9Z9P"
"2003","Março","3","Cry Me a River","Justin Timberlake","https://open.spotify.com/track/7P9P"
"2003","Março","4","Beautiful","Christina Aguilera","https://open.spotify.com/track/3Y9P"
"2003","Março","5","Bump, Bump, Bump","B2K & P. Diddy","https://open.spotify.com/track/4T9P"
"2003","Março","6","Mesmerize","Ja Rule feat. Ashanti","https://open.spotify.com/track/8X9P"
"2003","Março","7","Lose Yourself","Eminem","https://open.spotify.com/track/5Z9P"
"2003","Março","8","Air Force Ones","Nelly feat. Kyjuan, Ali & Murphy Lee","https://open.spotify.com/track/1W9P"
"2003","Março","9","Picture","Kid Rock feat. Sheryl Crow","https://open.spotify.com/track/6U9P"
"2003","Março","10","I’m with You","Avril Lavigne","https://open.spotify.com/track/5T9P"
"2003","Abril","1","In da Club","50 Cent","https://open.spotify.com/track/9Z9P"
"2003","Abril","2","Get Busy","Sean Paul","https://open.spotify.com/track/4W9P"
"2003","Abril","3","All I Have","Jennifer Lopez feat. LL Cool J","https://open.spotify.com/track/2W9P"
"2003","Abril","4","Ignition (Remix)","R. Kelly","https://open.spotify.com/track/3X9P"
"2003","Abril","5","Beautiful","Christina Aguilera","https://open.spotify.com/track/3Y9P"
"2003","Abril","6","Mesmerize","Ja Rule feat. Ashanti","https://open.spotify.com/track/8X9P"
"2003","Abril","7","Cry Me a River","Justin Timberlake","https://open.spotify.com/track/7P9P"
"2003","Abril","8","Picture","Kid Rock feat. Sheryl Crow","https://open.spotify.com/track/6U9P"
"2003","Abril","9","I’m with You","Avril Lavigne","https://open.spotify.com/track/5T9P"
"2003","Abril","10","21 Questions","50 Cent feat. Nate Dogg","https://open.spotify.com/track/1Y9P"
"2003","Maio","1","Get Busy","Sean Paul","https://open.spotify.com/track/4W9P"
"2003","Maio","2","In da Club","50 Cent","https://open.spotify.com/track/9Z9P"
"2003","Maio","3","21 Questions","50 Cent feat. Nate Dogg","https://open.spotify.com/track/1Y9P"
"2003","Maio","4","Ignition (Remix)","R. Kelly","https://open.spotify.com/track/3X9P"
"2003","Maio","5","Rock Your Body","Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2003","Maio","6","Beautiful","Christina Aguilera","https://open.spotify.com/track/3Y9P"
"2003","Maio","7","I Know What You Want","Busta Rhymes & Mariah Carey feat. Flipmode Squad","https://open.spotify.com/track/6W9P"
"2003","Maio","8","Can’t Let You Go","Fabolous feat. Mike Shorey & Lil’ Mo","https://open.spotify.com/track/7X9P"
"2003","Maio","9","Picture","Kid Rock feat. Sheryl Crow","https://open.spotify.com/track/6U9P"
"2003","Maio","10","All I Have","Jennifer Lopez feat. LL Cool J","https://open.spotify.com/track/2W9P"
"2003","Junho","1","21 Questions","50 Cent feat. Nate Dogg","https://open.spotify.com/track/1Y9P"
"2003","Junho","2","Get Busy","Sean Paul","https://open.spotify.com/track/4W9P"
"2003","Junho","3","In da Club","50 Cent","https://open.spotify.com/track/9Z9P"
"2003","Junho","4","Ignition (Remix)","R. Kelly","https://open.spotify.com/track/3X9P"
"2003","Junho","5","Rock Your Body","Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2003","Junho","6","I Know What You Want","Busta Rhymes & Mariah Carey feat. Flipmode Squad","https://open.spotify.com/track/6W9P"
"2003","Junho","7","Can’t Let You Go","Fabolous feat. Mike Shorey & Lil’ Mo","https://open.spotify.com/track/7X9P"
"2003","Junho","8","Magic Stick","Lil’ Kim feat. 50 Cent","https://open.spotify.com/track/8U9P"
"2003","Junho","9","Bring Me to Life","Evanescence feat. Paul McCoy","https://open.spotify.com/track/4T9P"
"2003","Junho","10","Unwell","Matchbox Twenty","https://open.spotify.com/track/5W9P"
"2003","Julho","1","Crazy in Love","Beyoncé feat. Jay-Z","https://open.spotify.com/track/6X9P"
"2003","Julho","2","Magic Stick","Lil’ Kim feat. 50 Cent","https://open.spotify.com/track/8U9P"
"2003","Julho","3","21 Questions","50 Cent feat. Nate Dogg","https://open.spotify.com/track/1Y9P"
"2003","Julho","4","Rock Your Body","Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2003","Julho","5","Get Busy","Sean Paul","https://open.spotify.com/track/4W9P"
"2003","Julho","6","I Know What You Want","Busta Rhymes & Mariah Carey feat. Flipmode Squad","https://open.spotify.com/track/6W9P"
"2003","Julho","7","Right Thurr","Chingy","https://open.spotify.com/track/9T9P"
"2003","Julho","8","Can’t Let You Go","Fabolous feat. Mike Shorey & Lil’ Mo","https://open.spotify.com/track/7X9P"
"2003","Julho","9","In da Club","50 Cent","https://open.spotify.com/track/9Z9P"
"2003","Julho","10","Bring Me to Life","Evanescence feat. Paul McCoy","https://open.spotify.com/track/4T9P"
"2003","Agosto","1","Crazy in Love","Beyoncé feat. Jay-Z","https://open.spotify.com/track/6X9P"
"2003","Agosto","2","Right Thurr","Chingy","https://open.spotify.com/track/9T9P"
"2003","Agosto","3","Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee","https://open.spotify.com/track/0W9P"
"2003","Agosto","4","Magic Stick","Lil’ Kim feat. 50 Cent","https://open.spotify.com/track/8U9P"
"2003","Agosto","5","P.I.M.P.","50 Cent","https://open.spotify.com/track/1Z9P"
"2003","Agosto","6","21 Questions","50 Cent feat. Nate Dogg","https://open.spotify.com/track/1Y9P"
"2003","Agosto","7","Rock Your Body","Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2003","Agosto","8","I Know What You Want","Busta Rhymes & Mariah Carey feat. Flipmode Squad","https://open.spotify.com/track/6W9P"
"2003","Agosto","9","Get Low","Lil Jon & The East Side Boyz feat. Ying Yang Twins","https://open.spotify.com/track/3X9P"
"2003","Agosto","10","Into You","Fabolous feat. Tamia","https://open.spotify.com/track/7W9P"
"2003","Setembro","1","Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee","https://open.spotify.com/track/0W9P"
"2003","Setembro","2","Crazy in Love","Beyoncé feat. Jay-Z","https://open.spotify.com/track/6X9P"
"2003","Setembro","3","Right Thurr","Chingy","https://open.spotify.com/track/9T9P"
"2003","Setembro","4","P.I.M.P.","50 Cent","https://open.spotify.com/track/1Z9P"
"2003","Setembro","5","Get Low","Lil Jon & The East Side Boyz feat. Ying Yang Twins","https://open.spotify.com/track/3X9P"
"2003","Setembro","6","Baby Boy","Beyoncé feat. Sean Paul","https://open.spotify.com/track/4Y9P"
"2003","Setembro","7","Into You","Fabolous feat. Tamia","https://open.spotify.com/track/7W9P"
"2003","Setembro","8","Magic Stick","Lil’ Kim feat. 50 Cent","https://open.spotify.com/track/8U9P"
"2003","Setembro","9","Frontin’","Pharrell Williams feat. Jay-Z","https://open.spotify.com/track/2T9P"
"2003","Setembro","10","21 Questions","50 Cent feat. Nate Dogg","https://open.spotify.com/track/1Y9P"
"2003","Outubro","1","Baby Boy","Beyoncé feat. Sean Paul","https://open.spotify.com/track/4Y9P"
"2003","Outubro","2","Get Low","Lil Jon & The East Side Boyz feat. Ying Yang Twins","https://open.spotify.com/track/3X9P"
"2003","Outubro","3","Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee","https://open.spotify.com/track/0W9P"
"2003","Outubro","4","Right Thurr","Chingy","https://open.spotify.com/track/9T9P"
"2003","Outubro","5","P.I.M.P.","50 Cent","https://open.spotify.com/track/1Z9P"
"2003","Outubro","6","Crazy in Love","Beyoncé feat. Jay-Z","https://open.spotify.com/track/6X9P"
"2003","Outubro","7","Stand Up","Ludacris feat. Shawnna","https://open.spotify.com/track/5W9P"
"2003","Outubro","8","Into You","Fabolous feat. Tamia","https://open.spotify.com/track/7W9P"
"2003","Outubro","9","Damn!","YoungBloodZ feat. Lil Jon","https://open.spotify.com/track/6U9P"
"2003","Outubro","10","Frontin’","Pharrell Williams feat. Jay-Z","https://open.spotify.com/track/2T9P"
"2003","Novembro","1","Baby Boy","Beyoncé feat. Sean Paul","https://open.spotify.com/track/4Y9P"
"2003","Novembro","2","Stand Up","Ludacris feat. Shawnna","https://open.spotify.com/track/5W9P"
"2003","Novembro","3","Get Low","Lil Jon & The East Side Boyz feat. Ying Yang Twins","https://open.spotify.com/track/3X9P"
"2003","Novembro","4","Holidae In","Chingy feat. Ludacris & Snoop Dogg","https://open.spotify.com/track/8X9P"
"2003","Novembro","5","Damn!","YoungBloodZ feat. Lil Jon","https://open.spotify.com/track/6U9P"
"2003","Novembro","6","Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee","https://open.spotify.com/track/0W9P"
"2003","Novembro","7","P.I.M.P.","50 Cent","https://open.spotify.com/track/1Z9P"
"2003","Novembro","8","Right Thurr","Chingy","https://open.spotify.com/track/9T9P"
"2003","Novembro","9","Here Without You","3 Doors Down","https://open.spotify.com/track/7Y9P"
"2003","Novembro","10","Into You","Fabolous feat. Tamia","https://open.spotify.com/track/7W9P"
"2003","Dezembro","1","Hey Ya!","OutKast","https://open.spotify.com/track/9W9P"
"2003","Dezembro","2","The Way You Move","OutKast feat. Sleepy Brown","https://open.spotify.com/track/0X9P"
"2003","Dezembro","3","Baby Boy","Beyoncé feat. Sean Paul","https://open.spotify.com/track/4Y9P"
"2003","Dezembro","4","Stand Up","Ludacris feat. Shawnna","https://open.spotify.com/track/5W9P"
"2003","Dezembro","5","Milkshake","Kelis","https://open.spotify.com/track/1Z9P"
"2003","Dezembro","6","Holidae In","Chingy feat. Ludacris & Snoop Dogg","https://open.spotify.com/track/8X9P"
"2003","Dezembro","7","Get Low","Lil Jon & The East Side Boyz feat. Ying Yang Twins","https://open.spotify.com/track/3X9P"
"2003","Dezembro","8","Damn!","YoungBloodZ feat. Lil Jon","https://open.spotify.com/track/6U9P"
"2003","Dezembro","9","You Don’t Know My Name","Alicia Keys","https://open.spotify.com/track/2W9P"
"2003","Dezembro","10","Here Without You","3 Doors Down","https://open.spotify.com/track/7Y9P"
"2004","Janeiro","1","Hey Ya!","OutKast","https://open.spotify.com/track/9W9P"
"2004","Janeiro","2","The Way You Move","OutKast feat. Sleepy Brown","https://open.spotify.com/track/0X9P"
"2004","Janeiro","3","Milkshake","Kelis","https://open.spotify.com/track/1Z9P"
"2004","Janeiro","4","You Don’t Know My Name","Alicia Keys","https://open.spotify.com/track/2W9P"
"2004","Janeiro","5","Slow Jamz","Twista feat. Kanye West & Jamie Foxx","https://open.spotify.com/track/3Y9P"
"2004","Janeiro","6","Me, Myself and I","Beyoncé","https://open.spotify.com/track/4T9P"
"2004","Janeiro","7","Stand Up","Ludacris feat. Shawnna","https://open.spotify.com/track/5W9P"
"2004","Janeiro","8","Here Without You","3 Doors Down","https://open.spotify.com/track/7Y9P"
"2004","Janeiro","9","Holidae In","Chingy feat. Ludacris & Snoop Dogg","https://open.spotify.com/track/8X9P"
"2004","Janeiro","10","Through the Wire","Kanye West","https://open.spotify.com/track/6U9P"
"2004","Fevereiro","1","Slow Jamz","Twista feat. Kanye West & Jamie Foxx","https://open.spotify.com/track/3Y9P"
"2004","Fevereiro","2","Hey Ya!","OutKast","https://open.spotify.com/track/9W9P"
"2004","Fevereiro","3","The Way You Move","OutKast feat. Sleepy Brown","https://open.spotify.com/track/0X9P"
"2004","Fevereiro","4","Yeah!","Usher feat. Lil Jon & Ludacris","https://open.spotify.com/track/5X9P"
"2004","Fevereiro","5","Milkshake","Kelis","https://open.spotify.com/track/1Z9P"
"2004","Fevereiro","6","You Don’t Know My Name","Alicia Keys","https://open.spotify.com/track/2W9P"
"2004","Fevereiro","7","Me, Myself and I","Beyoncé","https://open.spotify.com/track/4T9P"
"2004","Fevereiro","8","Through the Wire","Kanye West","https://open.spotify.com/track/6U9P"
"2004","Fevereiro","9","Stand Up","Ludacris feat. Shawnna","https://open.spotify.com/track/5W9P"
"2004","Fevereiro","10","Sorry 2004","Ruben Studdard","https://open.spotify.com/track/7W9P"
"2004","Março","1","Yeah!","Usher feat. Lil Jon & Ludacris","https://open.spotify.com/track/5X9P"
"2004","Março","2","Slow Jamz","Twista feat. Kanye West & Jamie Foxx","https://open.spotify.com/track/3Y9P"
"2004","Março","3","The Way You Move","OutKast feat. Sleepy Brown","https://open.spotify.com/track/0X9P"
"2004","Março","4","Hey Ya!","OutKast","https://open.spotify.com/track/9W9P"
"2004","Março","5","One Call Away","Chingy feat. J/Weav","https://open.spotify.com/track/2Z9P"
"2004","Março","6","Burn","Usher","https://open.spotify.com/track/1W9P"
"2004","Março","7","Tipsy","J-Kwon","https://open.spotify.com/track/8U9P"
"2004","Março","8","Me, Myself and I","Beyoncé","https://open.spotify.com/track/4T9P"
"2004","Março","9","You Don’t Know My Name","Alicia Keys","https://open.spotify.com/track/2W9P"
"2004","Março","10","Dirt Off Your Shoulder","Jay-Z","https://open.spotify.com/track/6W9P"
"2004","Abril","1","Yeah!","Usher feat. Lil Jon & Ludacris","https://open.spotify.com/track/5X9P"
"2004","Abril","2","Burn","Usher","https://open.spotify.com/track/1W9P"
"2004","Abril","3","Tipsy","J-Kwon","https://open.spotify.com/track/8U9P"
"2004","Abril","4","One Call Away","Chingy feat. J/Weav","https://open.spotify.com/track/2Z9P"
"2004","Abril","5","I Don’t Wanna Know","Mario Winans feat. Enya & P. Diddy","https://open.spotify.com/track/9T9P"
"2004","Abril","6","Slow Jamz","Twista feat. Kanye West & Jamie Foxx","https://open.spotify.com/track/3Y9P"
"2004","Abril","7","The Way You Move","OutKast feat. Sleepy Brown","https://open.spotify.com/track/0X9P"
"2004","Abril","8","Dirt Off Your Shoulder","Jay-Z","https://open.spotify.com/track/6W9P"
